1708	1
198	2
198	3
6342	4
6195	5
4971	1
1769	2
1769	3
4874	6
98	6
4099	7
1909	8
5975	3
6126	9
1134	10
1134	11
5975	7
5975	12
5975	13
1228	1
1228	14
109	2
6333	10
6333	15
2872	2
109	3
2820	16
1358	7
2820	17
4315	1
824	15
4315	18
981	7
4315	19
4348	20
4348	21
6148	22
5797	23
5797	24
958	2
3549	25
1606	26
1606	27
809	28
1398	5
1398	20
1398	21
3375	25
1625	25
4364	3
1987	29
1987	25
1987	30
1569	29
14	29
4454	1
4454	25
5402	3
3335	1
3335	31
3335	18
5790	1
2482	1
2482	31
2482	18
3146	1
3146	31
3146	18
25	1
2995	32
5324	7
3794	25
3431	2
3431	25
3431	5
2654	1
2654	33
5797	3
5797	34
432	35
432	2
432	3
432	6
432	24
69	3
667	3
667	1
3384	2
3384	3
361	18
3047	36
3047	3
4854	37
6006	5
5797	38
3449	39
5794	40
351	2
351	3
12	41
11	41
5235	1
3549	2
1770	42
2546	43
2546	37
2546	1
2827	43
2827	37
2827	1
3549	3
2827	44
3714	42
3549	1
3069	45
1072	3
1072	1
3655	1
3655	25
3655	5
2556	3
2556	46
6115	10
6115	7
1606	1
950	1
896	1
5590	47
4986	2
4986	1
4986	48
4986	47
1922	49
1922	50
1922	48
1922	51
1922	52
1922	53
1040	15
6084	36
1251	54
139	54
19	28
1422	22
2115	2
2115	22
1921	55
6138	3
5677	1
3375	1
1594	2
28	2
30	2
2628	1
5	1
1625	1
6	1
17	1
1987	1
1607	5
3436	56
2198	1
6295	45
907	57
5605	58
2664	5
1851	2
1851	3
1851	59
1851	60
601	5
284	3
6146	2
4451	2
4451	3
283	5
2043	22
1569	1
5446	22
5446	61
3288	22
4601	14
5320	2
5320	10
5320	54
2962	3
3851	2
3851	3
3988	40
14	1
1299	1
2008	3
2008	1
4454	2
5402	47
4860	3
2266	2
2266	1
2266	5
1650	47
1650	62
5905	15
2562	10
2562	15
2722	10
933	2
933	1
4230	2
4230	3
4230	48
4230	5
4230	47
4943	1
4943	63
4943	64
3335	2
915	15
1252	54
140	54
3335	3
2020	47
2020	62
4502	2
3185	5
285	47
285	62
4261	3
4261	22
3335	5
844	22
5355	22
3335	47
1196	60
1196	65
5972	66
2088	3
2482	2
2482	3
2088	22
2159	22
4376	22
3684	22
3684	61
4266	22
6040	22
4749	22
1986	22
3932	22
3965	22
2482	5
5070	12
5070	15
463	12
463	13
1086	12
6052	67
2482	47
4080	12
3670	2
3670	3
3670	68
934	2
934	3
934	69
2923	3
2923	69
5858	70
5858	60
5858	71
5858	72
3449	73
2070	2
2070	3
2070	74
2070	75
3146	5
3177	3
3177	6
3177	48
3177	76
3177	77
3146	47
4277	1
4277	78
3948	2
3948	5
70	25
6299	63
6299	79
6299	80
4992	3
4992	1
4	1
23	1
872	2
872	81
872	5
872	82
782	83
782	2
782	84
3263	2
3263	3
3263	68
4967	85
6101	2
6101	5
6101	68
691	13
5697	2
5697	3
6172	73
805	86
4939	1
805	10
805	87
4370	88
4370	86
4370	10
5749	89
5749	90
6356	3
2250	91
2481	47
1428	23
2995	1
2700	1
5915	92
5915	2
4431	93
4431	2
1750	1
3379	94
3379	95
6361	96
6361	97
6361	98
6361	79
6361	23
6361	24
6361	38
3794	1
4978	99
1515	2
1515	100
1515	3
1515	101
3682	8
926	3
926	38
5564	30
4976	102
4976	2
376	96
376	103
376	23
376	24
376	38
4498	92
4498	2
1857	104
1857	105
1857	81
1847	2
1847	5
3431	1
1432	106
1432	2
1432	5
1432	107
5554	29
3686	31
3686	5
3686	108
1253	3
1253	25
5009	1
5009	109
5009	64
3699	1
4629	33
1243	2
4586	2
1197	2
245	1
245	39
245	78
3308	1
3308	110
389	111
389	112
187	1
187	29
6387	1
6387	29
6387	113
5796	56
6147	23
3229	3
3229	80
5458	2
5458	3
5458	60
69	47
5969	114
5872	2
6218	3
6218	1
2021	5
6051	37
870	2
870	5
1988	2
1988	3
4463	115
4463	1
4463	116
4463	117
2056	2
